DV01,Vega,Gamma,MarketMove,VaR,ResidualPnL,TradeCount,ReconBreak
166620,65091,9686,1.4419969666596535,357330,31126,186,0
54072,42984,29825,1.4189187314657703,166186,90138,841,1
169394,15017,8090,1.4065361098326148,202412,18041,697,0
113637,60262,7592,1.2396350462418129,239987,68716,617,1
159716,120182,19922,0.3009044350515272,188302,95173,510,0
75137,141892,27199,0.6176994136723951,161882,61545,794,1
149945,39947,5220,0.5310734695853669,540002,17921,635,0
210513,24432,4018,0.8931635428970727,315797,23576,729,1
112414,10938,28791,1.3973567210409854,238472,88368,344,1
52337,43888,21037,0.21355844700587168,382753,15673,488,0
226953,89642,14272,1.019246267817984,347799,93892,248,1
157116,48771,3234,0.7832519515112125,148857,50808,985,1
233818,97756,7949,0.20475857652184576,530848,35713,339,0
74236,88696,3236,0.8901873495633342,143747,15630,149,0
176776,13726,29014,0.3326138037098466,330977,59322,954,1
51122,75120,20579,1.1306741972754941,466310,25554,110,0
246715,33105,26452,0.30949277803535424,411299,21172,169,0
89832,126801,27820,1.1224791157987661,144575,41027,933,1
73154,99653,14620,0.9194872988336471,565724,25518,548,0
169675,71728,3771,1.022845740852637,208406,32033,339,0
233679,81582,7698,0.4981028576628881,231362,63242,309,0
183438,22478,3633,0.918659121746537,176274,50856,302,1
208793,25908,12481,1.42113154716886,367633,1961,175,0
62297,105126,5879,0.4400929931024866,221489,40506,770,1
139961,87652,23296,1.1708342220902834,254155,45523,307,0
80322,111560,15296,1.4154334208212245,418025,86660,291,1
190098,93164,26053,0.10253168161672761,533864,99497,421,0
106087,113233,27060,1.0573034580177059,165245,74146,872,1
139322,112732,21526,0.8999253500019064,500884,98542,150,1
224916,113337,23619,1.3053878746962475,130208,74499,196,1
154761,67937,6077,0.5084411763432803,128327,85940,814,1
158624,128762,19216,1.4147304087962318,358252,4391,913,1
176475,82998,14481,1.0684213596010723,598762,76867,403,1
109573,30129,17166,1.216091642583277,290515,84673,959,1
119074,147380,25846,0.5313127851301896,317224,45705,414,0
69278,72613,12517,0.170074175229739,398226,74021,364,0
232865,29331,13289,0.12255580554184207,286929,33660,710,1
193097,44844,1287,1.0044413597653548,214524,97800,300,1
122979,43728,27173,0.5114102931334171,409884,82568,669,0
102840,123579,18272,0.9569298767069107,427176,88201,173,1
99459,57487,21604,0.38406660307766016,234679,26925,320,0
146709,84866,11182,1.3005845580725535,470736,75556,764,1
60862,62892,12758,1.299254875894073,557405,82093,268,1
158427,117067,16069,0.5811303242786329,326156,84036,861,1
155249,124811,22739,0.9599662444823368,574962,48483,597,0
219361,31527,19225,1.3320581485863274,311878,31049,443,0
187508,108453,17145,0.8863307478577602,534126,49760,194,0
112573,52770,19392,0.5052590231403005,462637,79415,959,1
116381,21074,3197,0.12028557165168415,234413,66672,553,0
129262,66984,7559,1.1759320486702531,467234,74658,664,1
236403,119531,11798,0.1846299541033098,311373,74583,947,1
68405,108765,21159,1.037612582771185,281997,32335,884,1
145168,130399,20627,0.6363308911149282,554706,55316,317,0
68202,69066,25766,0.499031808647876,307903,97864,204,0
78590,90279,12454,1.3109378955965263,394333,91545,918,1
93686,111377,21752,1.1239352204449355,289159,36622,120,0
194727,63638,5039,0.9628277005712114,268254,21529,157,0
108918,90496,26402,0.2042437470378463,438883,45317,372,0
210523,74306,28590,1.0187846473410758,322339,40923,834,1
222166,41834,8890,0.9263068760054557,573427,50004,321,1
176568,54377,9619,0.18816927357014795,326963,38617,461,0
84471,33983,14851,0.9826016956098886,322833,74010,568,1
67454,116313,27657,1.4291126594931038,102484,6453,959,1
98472,117735,21801,0.23665335203642482,143519,41818,775,1
215839,65850,19741,0.24904013987352888,154630,95056,271,0
114612,40769,5491,0.8883217159219573,377480,85553,829,1
71165,138206,16526,0.5543046499281407,342155,19848,769,1
72605,29421,23443,0.7289345067374834,529685,77486,977,1
236287,129606,25203,0.9201677576344255,300435,25473,247,0
249059,103006,2250,1.089259358628717,261463,6045,824,1
147329,33292,20789,1.0852812048682026,357076,43218,235,0
68566,68329,16408,1.4514683927252916,467763,69287,442,1
219419,31187,11104,1.421990259032844,174258,92947,820,1
231303,128597,2628,0.7222665869964534,299065,60759,720,1
107259,140508,2348,1.481171360247342,504189,52780,272,1
233998,13134,7021,1.373795891227785,547885,49124,414,0
240701,132796,16351,0.76853233111196,473622,70861,689,0
120751,68639,27204,0.6153282736894408,287892,69159,944,1
75950,139176,10206,0.708776604390036,362245,99035,241,0
247112,88629,23147,0.8086850338683189,191187,70557,949,1
142417,98749,1835,0.412312612313532,464030,70995,655,0
123418,97664,2806,0.33621977579706885,329443,2078,754,1
181225,50283,21354,1.2121001130252458,524100,23862,532,0
92513,43773,29289,0.6230314460470928,481977,75826,903,1
186060,78538,24531,0.5803909681717396,503495,25124,517,0
105324,120874,18978,0.8258902765140703,350983,46937,188,0
123322,62573,12598,0.8350560833335549,525392,6523,891,1
125542,51706,24800,0.8024219422518752,360836,48580,546,0
158370,32858,8134,0.1767817456754977,512546,52277,268,0
182738,66408,14798,1.3465668800424,227821,93303,321,1
110650,56206,5588,0.6823455876303853,506429,81311,361,0
58159,67446,25324,0.7194102421628488,478793,61298,170,0
141978,71742,13114,1.1652611185540034,487660,61135,447,1
145776,142069,14371,0.9874713690570125,186267,17147,728,1
172494,33558,9332,0.32502168028669076,139192,36953,486,0
81474,129498,18587,1.2469975005487883,313308,46524,134,0
234795,119005,2984,0.6891069434696544,121952,30800,140,0
50023,60420,11630,1.33227113211431,154885,72594,997,1
50336,136180,27813,1.2991134287545192,193644,59998,351,1
218756,129860,8633,1.0614946180043532,479304,70917,767,1
153525,143060,21175,0.44633953309005636,577163,8303,497,0
107161,98715,11301,0.35410273373984735,131780,47049,872,1
109831,41676,29748,0.5923876034074632,139325,43286,683,0
99240,82626,27444,0.1978532072358772,148396,73457,314,0
143472,85806,13193,1.3424618823042775,358761,66184,374,1
241647,100985,22423,0.5576427026801255,409896,21533,685,0
67993,95773,26048,1.1591428486782813,590466,3176,887,1
146107,52736,2004,1.3160462307908607,550801,97730,716,1
173630,135191,24843,1.0414344762764656,225458,4384,472,0
56838,81149,4121,0.7985928897828222,505411,49975,582,0
163496,70019,20504,0.8382437969660179,282934,46873,626,0
209968,142847,22927,0.1827169160534196,240817,30111,568,0
148301,58345,25164,0.8091941399087167,223779,31166,458,0
231156,101937,25822,0.49721843816675293,512702,29432,355,0
187342,129012,23223,1.3544430144561852,404882,27408,743,1
240027,111590,10493,0.10685154586108868,177855,94093,122,0
248931,112474,4371,0.4471044595495782,341382,43568,540,0
97894,24467,17911,1.324742086546159,128400,95354,373,1
55847,36237,5675,1.3957671979418818,211043,71968,479,1
130828,127081,1158,0.5148075206435363,338192,88328,141,0
75350,79393,10668,1.3662086573494012,322449,58682,217,1
128972,136924,6512,0.6116809760653397,380446,78716,535,0
71104,95891,19479,1.11469996969628,424132,55335,188,1
132458,77145,27776,0.548016297895169,312970,6586,378,0
151305,102961,3847,0.3920972213227426,445842,24952,736,1
52265,144594,15180,0.3902458995837865,271268,95254,167,0
96393,87652,4862,1.3799324473755914,254503,2099,972,1
240277,87685,27245,0.37129526014160164,483973,91351,576,0
108417,108676,3355,0.21420617774547906,247033,37756,888,1
241045,16281,13720,0.46123471339691147,302592,33098,755,1
240518,97034,15538,0.45884524568560425,455763,10001,391,0
191579,68622,22295,1.0815807460152755,477629,70169,921,1
54277,145404,12139,1.1583919322284764,331066,63189,370,1
241920,58134,17509,0.9644783959719324,449704,60758,985,1
118259,21960,21128,0.5182958011194946,130298,79160,826,1
132468,68452,7815,1.3594021234693316,446038,57803,764,1
115162,78757,10878,1.4244301888677644,278481,96523,380,1
76867,119372,14236,0.2054176558755175,342718,26425,752,1
117920,17893,15105,0.41142643055082495,255954,36198,306,0
176742,107598,26230,1.3792148751076407,308128,1750,260,0
181876,122851,26775,1.2135583529412532,462165,17411,943,1
173680,40313,26496,1.047554782768427,408853,29106,163,0
200621,21482,16925,0.8873113480371748,353373,64355,454,1
246679,44901,29006,0.1009544480978786,420333,80867,742,1
182150,116877,29417,0.402914506467549,584465,1884,692,0
203176,85249,17557,0.7560742692057377,282525,83305,895,1
185183,144821,21599,0.25084891457741665,300846,15512,398,0
160661,48721,3223,0.7512635300905355,233619,99635,594,0
206543,12426,28796,0.7444947707383489,549457,54002,213,0
153465,122228,15272,0.2076191646594075,528038,56833,236,0
100524,53863,7089,0.3951267150509038,218716,48457,730,1
53710,25022,15359,0.37288587863777234,328492,42407,893,1
249004,40649,16062,1.3642930067319414,335492,72863,344,1
100578,40203,2887,0.8394962755325749,368073,16494,499,0
149095,116958,17489,0.5860240017469486,276892,91315,419,0
117427,74717,2347,0.19771328789560533,528453,69668,386,0
159641,112168,20300,0.17536495895123178,137398,21909,864,1
199086,102883,8237,0.8855541638096187,191332,64047,386,1
57701,63186,3762,1.3153110969807622,575199,54303,971,1
160023,28163,29065,0.31048630408859584,510782,42169,291,0
179054,57301,29768,1.3680056480447895,563909,43247,840,1
140667,111123,17042,1.4732066959430388,297481,25457,555,0
182855,59765,10338,1.1880605921896479,583694,92520,286,1
197995,85602,13991,1.317011527864547,597622,69473,514,1
173867,93913,26440,0.7877756778818821,206728,56995,563,0
106883,111276,23413,1.0480898267516014,393614,47832,253,0
70838,42091,2488,0.7690722868501472,439585,65207,683,0
108130,116102,25474,1.4013445024645401,160127,9921,406,0
163517,96745,16703,0.8854062073286162,261862,60498,609,1
226117,121109,4056,0.4939954327406104,255089,5111,340,0
116334,38494,17816,1.2539884701060413,135048,18944,505,0
230191,136612,13809,1.1184878884324538,409854,70949,950,1
241166,65106,17559,1.1942928719509598,166315,2116,855,1
69882,84262,9711,0.29036714503374483,357810,83980,590,0
114053,32951,19307,0.6689922792074786,366517,29085,851,1
78911,104453,3559,1.1675662519420458,200422,89698,780,1
113755,77340,8779,0.2784559415151576,565459,46216,669,0
170555,63916,2265,0.3945280445701024,394723,78772,769,1
164218,90848,12107,1.3416346793113831,101508,95289,744,1
224254,35424,10248,1.3242523536839639,416104,87142,569,1
243616,118555,16898,1.4670991376407339,271575,38607,213,0
190369,143126,20212,1.4088078504434842,265017,73193,489,1
50032,48676,12190,1.0079860217227319,236144,38375,282,0
211244,78550,1879,0.9843783007806101,579343,8444,883,1
75922,13870,26932,0.33871552156315665,538873,96925,194,0
77978,137013,9044,0.35904027614744094,136615,23735,398,0
56233,71511,13621,1.4421089217383067,504796,9499,807,1
63354,17054,4191,1.2323533189031086,414330,38333,471,0
215211,27161,17825,1.1101385151295209,239826,52787,770,1
195631,88145,9499,0.1582161994876288,570664,52074,965,1
201289,143129,2670,0.7383724612448657,343758,13886,705,1
204596,133914,24377,1.2663180711193531,438763,73785,495,1
182386,125253,16450,0.17924788719241763,309419,88701,323,0
167390,141309,22445,1.423721516665128,264355,4517,299,0
146256,78852,6729,0.5357500893886923,174668,29825,975,1
167454,44135,21877,1.3073306671246223,578410,83679,599,1
201041,45280,2476,0.45697281708079396,210500,61322,823,1
80967,75368,19319,1.0704462142572984,454705,66091,202,1
128571,107019,23430,1.0603291672681507,402427,78918,546,1
146373,53970,8792,0.8213348429216197,197061,52521,940,1
110569,77400,13369,1.0688849458480887,536220,86243,281,1
79480,91882,7506,0.811772980678289,193297,77547,893,1
117103,48155,22102,1.1331065608384274,477501,24510,924,1
55023,28726,4258,1.263050339666787,360088,72415,286,1
87120,48875,17807,0.8030841842801608,374289,22315,290,0
212019,62940,18820,0.10099698796357202,487317,17529,534,0
90477,70826,5712,1.1305128606323587,570896,76832,953,1
94614,122909,25714,0.5247901616117047,172440,29389,395,0
232965,85076,23614,0.4154353476083037,559858,21437,453,0
71564,103906,14357,0.6674200945665906,247725,72069,167,0
228661,145571,21465,0.8363091794167771,249326,48925,174,0
79202,102068,13108,0.9073131890584435,172746,13030,635,0
176610,130061,24425,0.914709322054796,441565,99142,645,1
153656,59631,29906,0.2239225725211066,186738,27207,874,1
118781,37975,7832,0.990042070043174,570978,43654,559,0
248529,121861,7751,1.3663947723738687,532188,55710,793,1
82751,45111,17984,0.7661856223339778,263335,16812,640,0
92714,94762,26638,0.7328713289298774,350977,51893,938,1
81746,20414,26806,0.922137810951738,339603,83442,776,1
120792,72613,2314,0.3642027610507842,355007,81377,370,0
109724,101472,3000,0.30929604685356793,567833,13409,948,1
227361,28826,14746,1.1215735980014825,136027,98936,782,1
179883,22394,12171,0.25120312141462153,320607,35130,443,0
135722,136163,21957,0.20983337921298684,190777,29509,722,1
149542,108420,8810,0.4076696374606774,260494,76616,550,0
161516,113389,23596,1.3267781560884875,554362,23124,374,0
78090,100561,26456,0.6673048239188073,380838,65623,447,0
229102,23525,24651,1.248925944943409,396670,90664,189,1
156475,77491,6016,1.48765169761907,228684,94045,969,1
101603,94603,16276,0.989062429622262,377222,76538,967,1
84148,70326,6845,0.14152290583212082,398974,61002,536,0
99258,149244,23896,1.182816355125595,478913,51456,864,1
161343,85774,25570,1.0312158326300795,492285,9748,466,0
213927,80789,13736,0.9336829208002547,534747,92192,254,1
174940,143832,21479,0.5351549978992702,243289,43510,309,0
94890,72047,3355,1.1387319300147372,217451,94439,544,1
54375,10289,2616,0.2962436377946852,376841,12378,291,0
114668,110881,14551,0.8194622045395953,595123,74933,183,1
130053,18251,14052,0.746272769003896,114658,70050,781,1
247033,126917,28666,0.5494238460593512,444163,51927,533,0
98189,115797,8555,1.2065720650877936,133303,9048,671,0
199750,39874,9748,0.7107214911978589,458735,8572,341,0
60912,126688,27134,0.7878226291741958,242873,11410,908,1
56677,98223,27599,0.5740618589073085,333956,22678,888,1
58904,149878,21293,0.7123509811621715,368212,56522,148,0
184791,72409,12944,0.5443615652117765,278515,92474,956,1
131945,141411,29446,0.2719976778958102,225774,21334,885,1
98931,83937,1907,0.7577697585397555,496875,68578,610,0
120384,61546,10997,1.372466378120748,545962,5737,513,0
52635,133500,9815,1.208894575395868,460427,8070,630,0
219951,75791,11354,0.5401055131615895,460393,22651,403,0
59091,102536,13510,1.4007262199381525,568266,58874,567,1
141772,18388,19892,0.2574737059908878,338500,49971,744,1
196021,63795,3166,0.8288227553356501,369548,84978,958,1
135299,77043,22511,1.076510749272556,464726,40018,865,1
135155,97973,24961,0.1680417437857783,341804,19057,522,0
207195,102787,11952,0.20233674441876615,499688,47479,506,0
197452,41880,10828,0.9600750295288403,329526,47677,909,1
147913,41098,7873,1.436236915409788,280028,40296,809,1
93100,14497,2165,1.0709672087167645,376597,5404,747,1
84496,90378,15076,1.1114570886722903,350411,87417,434,1
126226,27784,28259,0.3268795849485706,391175,16564,316,0
94204,32090,16564,0.7697163384714393,587518,1527,702,1
157231,105004,15316,1.4763905619602862,317920,70533,753,1
153118,43958,2996,0.6415522952220648,263866,63363,487,0
133963,21646,11549,1.4063339044516368,519071,2889,172,0
56209,32061,4873,1.4969765117863365,566349,10822,571,0
193074,85536,2291,1.4047321065041793,337900,10094,404,0
144396,40773,26056,1.0280930730735158,208192,86905,574,1
125330,77102,16887,0.9290058296721292,269145,58737,369,1
53327,115580,21396,1.0672965970831914,538878,35468,251,0
149906,54012,20062,0.5742062017658234,455178,3466,252,0
218840,48474,20942,0.1633721401132197,280203,52311,624,0
204949,40308,5427,0.749559374169263,129824,72433,425,0
172823,45239,15167,0.341180906417519,598176,33126,638,0
150466,33775,3452,0.708407057721614,565855,48477,541,0
146910,148829,20191,0.14840724266711502,258220,47677,147,0
118761,49439,21609,0.985205226400379,349765,35249,761,1
230025,58563,10465,0.3810374020478061,105219,19384,828,1
89227,104822,22671,0.314002128582431,170412,33869,517,0
146759,120832,26902,0.5800571996856144,252040,54478,127,0
209651,65276,25850,0.7409211898295807,437423,61444,271,0
131985,111669,18503,0.384590431042114,144565,89266,909,1
99983,11395,10210,0.7282861740122375,113340,45805,134,0
68347,129527,19762,1.0217388061468322,302700,9994,989,1
69413,16632,21696,0.6361293920912945,466449,1834,952,1
148090,140140,13588,0.43386135197004083,349596,18535,879,1
226600,29062,3443,0.47393104714693113,357660,80577,203,0
237524,59564,25272,1.0192886545080908,216557,87257,569,1
199676,37736,1277,0.7979232392059963,351329,66990,260,0
50109,57988,3638,1.1487292995640686,164974,77685,602,1
62383,13608,16568,1.158910168800165,300022,51618,763,1
199768,80586,11109,0.7873288778473738,465105,74459,289,0
130620,34977,8276,1.4403858478826275,300653,95638,671,1
71340,82147,20896,0.1861512268260366,108015,71074,928,1
68880,24316,7658,1.3430556568875387,547269,94256,117,1
97272,62281,22891,1.3285492588997425,378405,29967,825,1
84379,129400,1396,0.2683539410611778,352754,69892,709,1
61204,51092,11580,0.8469652663661607,291649,96311,327,1
219756,102663,28626,1.119034565778184,375909,84785,908,1
130213,110731,24496,1.0467263927966248,203966,80967,697,1
83381,52863,5900,0.4950538402176744,235074,2806,141,0
196550,63138,24322,1.2079425858488884,538271,32853,914,1
83338,83045,27973,0.6234722116025113,377212,34522,448,0
86604,89704,5086,0.6532873176200272,105823,17230,479,0
195885,113555,28531,0.9381244238352394,345799,5722,874,1
236652,90169,16030,0.10380290541161717,223785,78094,127,0
104738,130693,25349,1.2081247132383133,248911,14465,124,0
107091,142064,21304,1.322411294124089,528282,38568,841,1
103184,69377,5993,0.9546292992696522,438993,98774,300,1
131856,75092,13898,0.9652457146724339,454913,56762,193,1
222706,37114,25496,0.4492178171152875,596548,95743,133,0
162931,52934,18641,0.5836234931165634,129349,85170,542,0
87642,33480,2311,1.2806793958606786,263190,92603,307,1
143087,121749,11027,1.1321376206851104,353076,28562,530,0
241844,60763,9496,1.361158352431803,273593,84078,310,1
57952,31580,16907,1.4025418097045694,298315,97527,153,1
193135,109490,21106,0.6250655451943586,277423,93485,586,0
238864,78540,24173,0.14681492516638012,385036,49732,518,0
63512,130959,7506,0.7244164339431133,553809,53404,208,0
87903,60755,6759,0.8811809322015164,554123,71926,728,1
69147,49675,29499,0.5425388470799126,556064,27663,190,0
148974,104440,1805,0.6415880674285332,394554,18038,165,0
112884,148166,27957,0.909926862451049,291527,61278,614,1
137348,17991,26510,1.245175475521646,247795,16206,209,0
83806,31064,21695,0.4429360601876945,402092,25470,749,1
198535,73495,13318,0.45843157774453,355399,97274,147,0
231213,37857,6945,1.0719690749532105,208724,78437,702,1
210144,128268,11087,0.5290382971011097,269490,62709,413,0
166605,11182,11567,0.322292115882424,543396,16646,988,1
84440,64190,5192,1.0563775524269399,418728,72492,490,1
112715,33371,3617,0.5916478500356319,563698,94911,986,1
72884,46619,4078,1.0941468313687366,132180,15364,603,0
160067,75901,3266,1.10253348414171,263786,14636,764,1
83936,25512,27732,1.1905421574666137,566974,97226,208,1
197993,38370,23956,0.8419885941707888,333550,10589,428,0
108088,136822,2527,1.1505982582046788,144702,35260,617,0
92799,93224,20680,1.1650421157100064,321379,71702,740,1
154213,37579,9160,1.2167445397865955,180349,97361,484,1
182220,90414,7928,1.1663830134875637,252901,62111,731,1
63124,101770,11064,0.8525115561047888,477324,97904,870,1
103729,38600,8545,0.5756605301962434,515591,71159,248,0
139319,64243,25798,0.253970639381837,551820,17900,289,0
56073,97950,7382,1.3265520570431815,283764,83266,277,1
173381,40298,26281,1.144791419323513,248144,1378,828,1
165947,124091,8069,0.8959891224596473,338637,10107,712,1
169271,137746,7852,1.4094126380209386,136967,2542,374,0
148625,36743,19611,1.4162604348407903,441114,50846,839,1
237576,119979,1132,0.11761548837733721,552705,67283,591,0
147284,27387,10836,0.13021381616320654,332548,41763,838,1
99508,112085,6495,0.3137920619466482,466428,83941,710,1
209283,93659,21127,1.3814037763409472,569264,70641,287,1
72010,106195,1918,1.2093489475147357,148853,55339,636,1
225950,116014,28206,0.5787614464771655,574934,9323,427,0
166901,22023,27929,0.38170809987385823,282258,52859,391,0
132532,114925,29048,0.4293741522715092,274733,16326,800,1
166425,12473,12006,0.6867696808045425,178042,43096,862,1
56055,144523,13747,1.2016625678832558,278544,39419,151,0
98640,58772,16906,1.0005434874434842,151040,49639,924,1
234085,86594,28390,0.962293654152516,106304,72399,289,1
192088,127597,17276,0.8271486335922864,532634,92162,844,1
228166,11222,22891,1.0546214276642243,143050,84923,885,1
68098,130381,11907,0.4269032130594741,577329,47162,712,1
184629,93683,5492,1.30312636263855,484267,24765,874,1
233516,132972,17767,1.3161473680056452,346567,90113,892,1
198234,111076,29569,1.4934964975362277,230331,32805,363,0
150577,90917,17103,1.1076889489407622,549521,16436,263,0
150997,90136,25423,1.2911656619861895,308451,78285,913,1
186544,43875,18027,1.3588563506963736,477006,36233,766,1
203085,75003,22951,1.0360102172577106,498882,34426,248,0
63688,69058,28799,0.8050184804435949,546144,89719,293,1
179757,84190,20470,0.4942137158122012,249572,74711,296,0
191639,98200,23798,0.20185398454742168,363769,72346,896,1
233664,100487,24474,0.1380784522469142,486328,48157,498,0
114737,115164,14793,0.6288382247596955,541629,35545,163,0
158866,56145,21411,0.872127530543824,225553,39649,536,0
234958,148352,17955,0.7186581771975996,375952,38238,670,0
78220,37186,29964,1.0159941619440513,571903,18129,356,0
91667,123684,27499,0.8058280631868484,403226,81610,120,1
185969,129280,5004,1.204309869138833,598225,95729,305,1
107730,102807,11040,0.37260839762971854,281991,35937,365,0
229370,39581,13196,0.406544397125307,407674,32051,251,0
207766,60723,22900,0.36205421595848475,225043,48645,430,0
51048,55510,14274,1.0646386500034128,497229,25650,715,1
149333,86851,27593,1.4580189953804776,477178,78659,616,1
105303,119320,17610,0.723832722871618,516253,6722,770,1
73900,16382,26388,0.4861248669188305,451934,51158,608,0
205001,107126,1673,0.667859976502528,184279,58381,753,1
138362,109078,28244,1.216578710488942,356500,42423,754,1
92817,57942,13693,1.3363049269855096,418734,81053,617,1
156858,46773,29837,0.7163474859569003,205150,1618,491,0
119238,48909,8521,1.2572772138998254,372947,14092,848,1
59090,118704,1514,0.46986191701764424,142234,81448,528,0
106497,43722,18764,0.9759625030455118,173989,76552,878,1
91063,58413,19133,1.2010372903502002,137593,88612,233,1
91552,144776,11976,0.7411813069048747,550912,91854,763,1
143675,124188,18829,0.829636252335378,394732,28905,425,0
248753,96302,10844,0.842528758296469,574432,75647,838,1
248782,84076,6991,0.2235114546660471,481838,92822,575,0
183208,35091,22347,0.8548689704429491,454340,77613,919,1
90890,43696,15264,1.0971450633265023,577579,82867,371,1
113529,70386,13428,0.4223490391712198,158774,95918,611,0
115049,110831,11388,1.0923047120533624,111631,64236,781,1
98268,66176,16572,1.4358104372772154,556935,48995,273,0
115797,75591,17782,0.7095688931278774,399835,38311,911,1
166541,21233,22060,1.4104055851429391,593185,8781,776,1
170506,100602,9922,1.0807350144618069,166135,12885,128,0
69514,107510,24089,0.9766035860770155,209043,72430,439,1
179894,27247,8480,0.9633249528157376,577059,51535,610,1
208063,140806,13487,0.40555773256865024,427832,2879,501,0
136569,104895,9584,0.5915079295915375,226536,65572,582,0
228739,107205,16725,1.2891368152801215,439735,39671,805,1
167230,68063,13816,1.3089041606169356,574335,93595,609,1
208836,113490,28752,0.3499175527519505,196507,36679,838,1
205158,52101,12011,0.5425428061001735,250203,59108,406,0
142131,69447,24632,1.2122724583288456,517658,34873,557,0
179678,91146,10242,0.7807070761584569,504607,91848,659,0
206365,22581,21385,0.9689085571543454,443258,99858,672,1
112418,111210,19843,0.28449221986631756,544646,47424,700,0
164860,100840,24572,1.4505645608005173,494424,3905,415,0
116104,29463,3399,0.12479829737862094,100487,95727,541,0
158161,51625,16580,0.9513750837451882,329385,33080,205,0
216141,64508,16361,1.328667267918613,348477,80918,260,1
154321,28070,24908,0.8897400899484402,575389,64991,695,1
164993,147723,8439,0.303504534283496,148026,88445,730,1
171612,147236,26774,1.4320876071496,109815,62338,822,1
113348,143922,19501,0.15824466129124784,288543,21876,230,0
117570,20286,9346,1.355145380185327,198384,46681,652,0
238217,108572,5936,0.2865248416614138,417295,17881,165,0
106867,33166,26795,1.4844407343387331,203030,4164,198,0
93186,145683,4379,0.9232958919868851,361146,11195,457,0
75413,79005,3930,0.9010203249537562,580358,23096,611,0
101309,60694,17935,1.289085618861692,598288,31598,445,0
247234,125559,20030,0.5317042587042693,185618,77116,789,1
166216,15886,11345,0.814737982579377,510270,1924,328,0
206878,127544,22550,0.33167139653865757,155758,77610,764,1
237446,123081,15681,0.22042513307628886,511172,67594,621,0
249797,115737,13170,0.10260789035419156,102556,85141,513,0
247676,36315,28380,1.2454781600090779,481191,23639,485,0
144277,10069,6205,0.6756917688234869,153186,23898,408,0
61798,17239,10636,0.7089803689973415,307647,72252,824,1
198250,98664,26680,0.6941775886695541,308096,14357,137,0
106820,29746,18347,0.6353013357957444,398701,83868,276,0
152315,74488,16356,1.1234221303315381,408502,51379,509,1
168358,63247,3380,1.1343431626862595,325521,41812,964,1
201771,57303,6601,1.2084137816014437,572752,21113,570,0
85004,43403,20398,0.22266033244327574,272544,99766,381,0
74593,114505,16763,1.2557449883310248,459436,60062,578,1
234892,132786,24550,0.7466274332429779,548521,92348,827,1
52932,139980,25848,1.1181399532730727,194489,54563,857,1
89800,75357,27315,1.4968228081091937,105728,35172,373,0
226133,106168,16985,1.0434221312081235,509674,32874,949,1
176076,85470,13401,0.4123142444292385,259881,62882,469,0
100341,112153,17998,0.9770736661384355,300582,50450,401,1
223046,98435,4882,1.1925392368594372,287386,35680,512,0
82648,74621,15330,1.2945255296331664,456546,79090,912,1
62068,15155,9272,0.8613377781552911,210089,16551,473,0
78839,79008,9385,1.067500717247768,444560,73755,336,1
207125,67938,19743,1.3511610902188225,588490,16889,947,1
86398,65526,6662,0.484389356764398,205305,39143,250,0
230980,34962,18385,1.2710036080614955,418439,55709,751,1
225200,143179,18985,1.0655858461949343,579763,37715,451,0
57099,57339,19105,1.1441881417073039,160551,56950,977,1
246772,118566,2295,1.44852344183044,331546,31016,925,1
182182,99198,12585,0.28215268053860243,401957,11239,874,1
197761,32764,5230,0.2320782549216468,150710,65329,344,0
192809,26256,23426,1.4695346379148575,359543,82155,294,1
135011,128430,20372,0.5557616093779238,574876,90021,187,0
229033,122028,3621,0.5194299089424673,584952,64278,492,0
125533,57133,27500,1.411034415781873,506993,70634,417,1
63379,68078,12589,0.9248365762233364,231199,63194,618,1
197635,98131,1658,0.9103113921811303,303027,18476,261,0
241967,74195,6752,0.1539533107952388,549790,89468,225,0
192051,69784,26882,0.8117627202152483,370559,79070,933,1
165236,91634,4590,0.8631186576535055,472256,93507,930,1
91118,29992,26299,0.574738843586159,467913,35471,246,0
176768,11751,15636,0.7486021158138603,490242,94806,904,1
191315,105751,20006,1.3701590598224564,511288,47022,830,1
102971,78245,7656,0.8390437436197145,530448,73957,331,1
202616,142863,3403,1.3128246887197892,543860,25483,796,1
119932,48102,20963,0.10537849713030537,521037,17283,659,0
201450,132924,29800,0.949109430139254,199202,89718,809,1
99697,42348,5748,0.6022762063115197,412642,28400,505,0
131734,124373,12280,0.9893250969843315,458639,99156,180,1
133399,30684,10780,0.44395454092100917,152871,23747,773,1
223357,49310,10481,0.32737607983753214,484056,30161,636,0
108140,83242,25862,0.12973881855349717,429156,61920,414,0
182056,74911,7510,1.0451022778841277,383986,9212,935,1
193440,18241,29708,0.43925303017584916,581829,95091,456,0
75816,102823,4462,1.0366385357840042,143699,72698,343,1
180386,29567,16191,0.5102238765509031,376574,15418,187,0
148473,134178,18929,0.10707867191710972,369334,16336,896,1
70273,123923,3550,1.3258183219164112,260956,71341,405,1
81000,45949,1458,0.41539151006374564,280289,7673,102,0
187855,58295,4547,0.9197672755937141,520036,34371,736,1
154667,51141,23699,0.5486689409321754,141995,37457,978,1
114037,136291,2376,0.3280131483005403,527099,19905,748,1
214497,43623,13287,0.5253646211546683,308987,53424,866,1
224076,124644,1690,0.7615201777449301,184046,94890,586,0
141225,105660,20933,0.2217770037529182,501030,17145,237,0
217098,118907,10480,0.31245407990446195,333765,52316,903,1
